RKY,DOA,TOA,LOCAT,TYPE,ACTION,NUV,NOI,PED,BIKE,MC,MOPED,TRAIN,TRUCK,BUS,ObjectId
B9-016796,1551052800000,1556,"OLD CHENEY,S 52 to S 56",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,1581
B9-016809,1551052800000,1613,"CORNHUSKER,I 180 to N 1",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,1582
B9-016810,1551052800000,1608,S 27 at NEBR HWY,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,1583
B9-016820,1551052800000,1558,1550 SOUTH at LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,1584
B9-016822,1551052800000,1625,S 48 at RANDOLPH,NON-INJ,TURNING,3,0,NO,NO,NO,NO,NO,YES,NO,1585
B9-016828,1551052800000,1640,S 58 at OLD CHENEY,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,1586
B9-016830,1551052800000,1646,"S 56,N to O",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,1587
B9-016835,1551052800000,1654,N 28 at MERRILL,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,1588
B9-016841,1551052800000,9999,RATHBONE at PLYMOUTH,NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,1589
B9-016845,1550880000000,9999,"S 13,ROSE to SUMNER",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,1590
B9-016857,1551052800000,1730,STOCKWELL at DUNN,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,1591
B9-016858,1551052800000,1731,"P,N 10 to N 11",NON-INJ,OTHER,2,0,NO,NO,NO,NO,NO,NO,NO,1592
B9-016862,1551052800000,1739,"GLADSTONE,37 to N 36",NON-INJ H&R,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,1593
B9-016872,1551052800000,1804,"S FOLSOM BYPASS,W SOUTH to W VAN DORN",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,1594
B9-016893,1551052800000,1855,"S 27,TIERRA to TIPPERARY",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,YES,NO,1595
B9-016895,1551052800000,1900,"W O,CAPITOL BEACH to W 14",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,YES,NO,1596
B9-016902,1551139200000,9999,1429 N 34 at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,1597
B9-016909,1551052800000,1935,S 9 at K,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,1598
B9-016910,1551052800000,1930,S 48 at NEBR HWY,NON-INJ H&R,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,1599
B9-016911,1551052800000,1927,N 48 at R,NON-INJ H&R,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,1600
B9-017243,1551139200000,1544,RUSSELL at CORNHUSKER,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,YES,NO,1601
B9-020470,1552003200000,1550,S 33 at N,INJURY,RIGHT ANGLE,2,4,NO,NO,NO,NO,NO,YES,NO,1602
B9-017265,1551139200000,1655,"N 14,ADAMS to BUTLER",INJURY,RAN OFF ROAD,1,1,NO,NO,NO,NO,NO,NO,NO,1603
B9-017266,1551139200000,9999,233 N 48 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,1604
B9-017267,1551139200000,1703,S 14 at C,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,1605
B9-017274,1551139200000,1719,"CORNHUSKER,N 31 to STATE FAIR PARK",NON-INJ H&R,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,1606
B9-017276,1551139200000,1735,N 14 at ADAMS,NON-INJ H&R,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,1607
B9-017283,1551139200000,1400,"S 17,A to B",NON-INJ H&R,PARKED,3,0,NO,NO,NO,NO,NO,NO,NO,1608
B9-017285,1551139200000,1758,"S 1,F to G",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,1609
B9-017309,1551139200000,1841,S 22 at A,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,1610
B9-018903,1551571200000,1622,"HOLDREGE,LANCASTER to URBANA",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,YES,NO,1611
B9-017317,1551139200000,1856,SW 12 at W SOUTH,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,1612
B9-017318,1551139200000,1730,2801 PINE LAKE at -,NON-INJ,,2,0,NO,NO,NO,NO,NO,NO,NO,1613
B9-017323,1551139200000,1927,"CORNHUSKER,N 11 to N 14",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,YES,NO,1614
B9-017329,1551139200000,1945,"CORNHUSKER,N 27 to STATE FAIR PARK",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,1615
B9-017344,1551139200000,2039,S 27 at A,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,1616
B9-017350,1551139200000,2100,NW 18 at W Q,NON-INJ,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,YES,NO,1617
B9-017369,1551139200000,2220,S 17 at WASHINGTON,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,1618
B9-017386,1551139200000,9999,"MORMON,NW 1 to NW 3",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,1619
B9-017441,1551225600000,653,N 20 at CORNHUSKER,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,1620
B9-017448,1551225600000,736,S 27 at EVERETT,NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,NO,NO,1621
B9-017451,1551225600000,720,"SOUTH,NORMAL to S 40",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,1622
B9-017453,1551225600000,745,"S 37,EVERETT to WASHINGTON",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,1623
B9-017454,1551225600000,759,N 48 at HOLDREGE,NON-INJ,TURNING,3,0,NO,NO,NO,NO,NO,NO,NO,1624
B9-017457,1551225600000,803,"ADAMS,N 10 to N 9",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,1625
B9-017461,1551225600000,820,W VAN DORN at HOMESTEAD EXP,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,1626
B9-017463,1551225600000,826,"A,S 46 to S 48",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,YES,1627
B9-017470,1551225600000,835,"SOUTH,S 40 to S 41",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,1628
B9-017476,1551225600000,845,"VINE,N ANTELOPE VALL to N 21",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,1629
B9-017481,1551225600000,912,"O,10 to 11",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,NO,NO,1630
B9-017486,1551225600000,934,S 27 at OLD CHENEY,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,1631
B9-017499,1551225600000,1021,"PINE LAKE,S 27 to S 28",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,1632
B9-017501,1551225600000,1040,"NEBR HWY,S 27 to SOUTHWOOD DR",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,1633
B9-017502,1551225600000,9999,"S,N 32 to N 33",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,1634
B9-017503,1551225600000,9999,7400 A at SEACREST FLD PAR,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,1635
B9-017504,1551225600000,1033,"E,S 16 to S 17",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,1636
B9-017563,1551225600000,9999,UNKNOWN at -,NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,1637
B9-017588,1551225600000,9999,4455 N 1 at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,1638
B9-017590,1551225600000,1457,N 66 at FREMONT,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,1639
B9-017593,1551225600000,1509,"S 56,OTOE to VAN DORN",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,1640
B9-017594,1551225600000,1512,ST PAUL at N 49,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,1641
B9-017601,1551225600000,1527,"N ANTELOPE VALL,VIRGINIA to SAUNDERS",NON-INJ H&R,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,1642
B9-017609,1551225600000,1546,"O,10 to 11",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,1643
B9-017614,1551225600000,1551,"S 70,L to O",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,1644
B9-017620,1551225600000,9999,UNKNOWN at -,NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,1645
B9-017625,1551225600000,1626,N 87 at WINDMILL DR,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,1646
B9-017646,1551225600000,1732,N 1 at CORNHUSKER,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,1647
B9-017659,1551225600000,1806,S 27 at SHERIDAN,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,1648
B9-017715,1551312000000,39,S 24 at SOUTH,NON-INJ,BACKING,2,0,NO,NO,NO,NO,NO,YES,NO,1649
B9-017720,1551225600000,9999,"N 23,CORNHUSKER to JUDSON",NON-INJ H&R,OTHER,1,0,NO,NO,NO,NO,NO,NO,NO,1650
B9-017753,1551312000000,645,33 at O,INJURY H&R,REAR END,4,2,NO,NO,NO,NO,NO,YES,NO,1651
B9-017757,1551312000000,9999,"RUSSELL CR,RUSSELL to DEAD END",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,1652
B9-016920,1551052800000,2000,N 70 at VINE,NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,1653
B9-019982,1551916800000,603,"S 70,L to O",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,1654
B9-017758,1551312000000,711,S 10 at G,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,1655
B9-019408,1551657600000,9999,"INDIGO RD,N 17 to N 20",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,1656
B9-018277,1551398400000,1340,"HELEN WITT,PINE LAKE to WESLEY DR",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,1657
B9-018907,1551571200000,1635,S 27 & S 28 at CLINTON & HOLDRE,NON-INJ,BACKING,2,0,NO,NO,NO,NO,NO,NO,NO,1658
B9-018933,1551571200000,1902,S 40 at SOUTH,INJURY,RIGHT ANGLE,2,3,NO,NO,NO,NO,NO,NO,NO,1659
B9-020479,1552003200000,1618,"S 27,NEBR HWY to WOODS BLVD",NON-INJ H&R,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,1660
B9-018954,1551571200000,2007,W ROUNDHOUSE at W O,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,1661
B9-020484,1552003200000,9999,925 Q at PARKING GARAGE,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,1662
B9-018987,1551571200000,2250,"SHADY CREEK,DEAD END to S 56",INJURY,RAN OFF ROAD,1,1,NO,NO,NO,NO,NO,NO,NO,1663
B9-020491,1552003200000,1645,MERIDIAN DR at FLETCHER,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,1664
B9-018999,1551571200000,2245,N 34 at VINE,NON-INJ H&R,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,1665
B9-018278,1551398400000,1400,"S 70,SHAMROCK to VAN DORN",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,1666
B9-020492,1552003200000,9999,"B,S 19 to S 20",INJURY,OTHER,2,1,YES,NO,NO,NO,NO,NO,NO,1667
B9-019026,1551657600000,547,"A,S 19 to S 20",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,1668
B9-016941,1551052800000,2130,1316 S 50 at LOT,NON-INJ,,2,0,NO,NO,NO,NO,NO,YES,NO,1669
B9-017761,1551312000000,730,S 33 at NORMAL,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,1670
B9-019458,1551571200000,1657,840 FALLBROOK at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,1671
B9-018292,1551398400000,1452,"N ANTELOPE VALL,O to P",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,1672
B9-019989,1551916800000,635,"O,48 to 50",NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,1673
B9-020505,1552003200000,1723,"N 48,GARLAND to LEIGHTON",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,1674
B9-019031,1551657600000,628,HAVELOCK at CORNHUSKER,NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,YES,NO,1675
B9-016949,1551052800000,9999,"S 31,BRIARWOOD to WILDBRIAR",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,1676
B9-017772,1551312000000,9999,"SW LACEY LN,W KYLE LN to W SUMNER",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,1677
B9-019477,1551744000000,1440,"S 42,JACQUELYN to DUXHALL DR",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,1678
B9-018301,1551398400000,1513,"S 70,ALMIRA to PINE LAKE",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,1679
B9-019994,1551916800000,727,"O,13 to 14",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,1680
B9-020518,1552003200000,1730,"S 27,CABLE to SOUTH",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,1681
B9-019039,1551657600000,719,"W A,S CODDINGTON to SW 22",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,1682
B9-016955,1551052800000,2307,"WASHINGTON,S 14 to S 15",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,1683
B9-017773,1551312000000,820,"N 11,ADAMS to NELSON",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,1684
B9-019488,1551744000000,1515,"CLAIRE,CRESTHAVEN to WOODHAVEN",INJURY,REAR END,2,2,NO,NO,NO,NO,NO,YES,NO,1685
B9-018302,1551398400000,1512,OLD CHENEY at BRIAR ROSA,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,1686
B9-019999,1551916800000,723,S 70 at YANKEE HILL,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,1687
B9-020519,1552003200000,1825,"URBANA,AYLESWORTH to COMOY",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,YES,NO,1688
B9-019040,1551657600000,724,"A,SW 1 to ACCESS DR",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,1689
B9-016958,1551052800000,2320,"CORNHUSKER,N 11 to N 14",NON-INJ,OTHER,2,0,NO,NO,NO,NO,NO,NO,NO,1690
B9-017784,1551312000000,844,S 21 at L,INJURY,OTHER,1,1,YES,NO,NO,NO,NO,YES,NO,1691
B9-019493,1551744000000,1532,"VINE,N 32 to N 33",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,1692
B9-018309,1551398400000,1500,2200 PINE LAKE at SCOTT MIDDLE SCH,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,1693
B9-018314,1551398400000,1540,"O,24 to 25",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,1694
B9-018328,1551398400000,1610,"N ANTELOPE VALL,VINE to N 17",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,1695
B9-018329,1551398400000,1615,"O,42 to 44",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,NO,NO,1696
B9-018341,1551312000000,9999,"2930 RIDGE LINE,KENEXA CORP to PARKING LOT",NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,1697
B9-018352,1551398400000,1643,S 21 at K,NON-INJ H&R,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,1698
B9-018407,1551398400000,1929,"A,KINGSTON to S 70",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,1699
B9-018417,1551398400000,1946,"GARBER,N 11 to N 9",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,1700
B9-018421,1551398400000,1932,S 27 at NEBR HWY,NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,1701
B9-018434,1551398400000,2023,"WOODLAND,S 48 to S 49",NON-INJ H&R,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,1702
B9-018439,1551398400000,2028,N 27 at Y,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,YES,1703
B9-018470,1551398400000,2302,10 at O,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,1704
B9-018475,1551398400000,2354,"N 46,HUNTINGTON to WALKER",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,1705
B9-018507,1551484800000,216,S 16 at M,INJURY,RIGHT ANGLE,2,3,NO,NO,NO,NO,NO,NO,NO,1706
B9-018573,1551484800000,1037,S 33 at RANDOLPH,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,1707
B9-018581,1551484800000,1105,"W VAN DORN,FOLSOM CONNECTOR to HOMESTEAD EXP",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,1708
B9-018584,1551484800000,9999,"MORRILL,N 60 to TOUZALIN",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,1709
B9-018591,1551484800000,1212,1000 SOUTH ST at LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,1710
B9-018610,1551484800000,9999,5740 OLD CHENEY at LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,1711
B9-018611,1551484800000,1308,N 57 at CLEVELAND,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,1712
B9-018615,1551484800000,1335,PINE LAKE at GLASS RIDGE DR,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,NO,NO,1713
B9-018617,1551484800000,1405,"N 27,R to R",INJURY,RAN OFF ROAD,1,1,NO,NO,NO,NO,NO,NO,NO,1714
B9-018619,1551484800000,1418,S 32 at D,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,1715
B9-018620,1551484800000,140,NWU PRKNG LOT at -,NON-INJ,,2,0,NO,NO,NO,NO,NO,NO,NO,1716
B9-018622,1551484800000,9999,"WHITEWATER LN,N 15 to PENNSYLVANIA",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,1717
B9-018630,1551484800000,1508,"S 19,EUCLID to PROSPECT",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,1718
B9-018633,1551484800000,9999,"S 29,KATELYN to WHITLOCK RD",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,1719
B9-018636,1551484800000,1548,2731 KING LN at LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,1720
B9-018637,1551484800000,1559,GRAND OAKS at S 80,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,1721
B9-018638,1551484800000,1604,N 35 at VINE,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,1722
B9-018644,1551484800000,1627,N 34 at S,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,NO,NO,1723
B9-018672,1551484800000,1839,S 27 at CAPITOL PKWY,INJURY,TURNING,3,2,NO,NO,NO,NO,NO,NO,NO,1724
B9-018704,1551484800000,2130,"N 78,YANCY to SETH",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,1725
B9-018736,1551571200000,37,SUN VALLEY at CHARLESTON,NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,1726
B9-018827,1551571200000,9999,2901 A ST at LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,1727
B9-018830,1551571200000,1027,S 44 at SUMNER,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,NO,NO,1728
B9-018835,1551571200000,9999,", to",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,1729
B9-018852,1551571200000,1200,"LEXINGTON,N 84 to N 86",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,1730
B9-018859,1551571200000,1225,S 27 at YANKEE HILL,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,1731
B9-018862,1551571200000,9999,"TORREYS DR,WHITEWATER LN to ELBERT DR",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,1732
B9-018876,1551571200000,1437,LAFAYETTE at CEDAR,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,1733
B9-018890,1551571200000,1532,"QUEENS,PRINCE to PRINCESS MARGARE",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,1734
B9-018892,1551571200000,1544,HAVELOCK at CORNHUSKER,INJURY,RIGHT ANGLE,2,3,NO,NO,NO,NO,NO,NO,NO,1735
B9-018893,1551571200000,1540,"N 48,BENTON to CORNHUSKER",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,1736
B9-018899,1551571200000,1530,1448 N 48 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,1737
B9-016999,1551139200000,530,GARLAND at N COTNER,NON-INJ H&R,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,1738
B9-020534,1552003200000,1910,N 14 at SUPERIOR,NON-INJ H&R,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,1739
B9-019041,1551657600000,732,"S 13,G to H",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,1740
B9-020007,1551916800000,800,801 GOODHUE at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,1741
B9-020540,1552003200000,1940,S 84 at NEBR HWY,INJURY,TURNING,2,2,NO,NO,NO,NO,NO,YES,NO,1742
B9-019045,1551657600000,739,S 75 at ARCHER PL,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,1743
B9-019504,1551744000000,1610,"O,11 to 12",INJURY,REAR END,3,2,NO,NO,NO,NO,NO,YES,NO,1744
B9-017001,1551139200000,612,"S 9,E to D",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,1745
B9-017800,1551312000000,942,"NORMAL,A to S 33",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,1746
B9-019051,1551657600000,800,N 14 at BENTON,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,1747
B9-020548,1552003200000,2020,"S 9,M to N",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,1748
B9-017802,1551312000000,950,"NW 4,NW 5 to W GODFREY",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,1749
B9-019052,1551657600000,800,"S 70,A to TETON",NON-INJ,REAR END,5,0,NO,NO,NO,NO,NO,YES,NO,1750
B9-020570,1552003200000,9999,701 S 11 at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,1751
B9-017808,1551312000000,1012,"O,12 to 13",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,1752
B9-019054,1551657600000,9999,"S 8,PEACH to PLUM",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,1753
B9-020571,1552003200000,2150,"HARTLEY,N 63 to N 64",INJURY,PARKED,2,1,NO,NO,NO,NO,NO,NO,NO,1754
B9-017811,1551312000000,1030,"N 8,O to P",NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,1755
B9-019056,1550966400000,9999,"WESLEY DR,HELEN WITT to HELEN WITT",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,1756
B9-020662,1552089600000,733,S 40 at DUXHALL DR,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,1757
B9-017854,1551312000000,1255,"OMALLEY DR,BRUMMOND to DEAD END",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,1758
B9-019063,1551657600000,843,"S 27,A to WASHINGTON",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,1759
B9-020672,1552089600000,830,"NEBR HWY,PIONEERS to S 14",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,NO,NO,1760
B9-017896,1551312000000,1445,"S 19,CALVERT to BANCROFT",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,YES,1761
B9-019073,1551657600000,907,S 34 at STOCKWELL,NON-INJ H&R,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,1762
B9-020678,1552089600000,920,"GARLAND,AMMON to N 70",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,1763
B9-017904,1551312000000,1457,"N 14,BENTON to FAIRFIELD",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,1764
B9-019084,1551657600000,9999,"MANATT,N 8 to N 9",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,1765
B9-020690,,9999,", to",NON-INJ,UNKNOWN,1,0,NO,NO,NO,NO,NO,NO,NO,1766
B9-017908,1551312000000,1528,"VAN DORN,S 70 to S 72",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,1767
B9-019093,1551657600000,1011,"N 11,O to P",NON-INJ,BACKING,2,0,NO,NO,NO,NO,NO,NO,YES,1768
B9-020699,1552089600000,1052,"HIGH,S 41 to S 42",NON-INJ,OTHER,3,0,NO,NO,NO,NO,NO,YES,NO,1769
B9-017910,1551312000000,1533,"PIONEERS,PAGODA to S 84",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,1770
B9-019111,1551657600000,1144,"O,25 to 26",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,1771
B9-020704,1552089600000,9999,"NORFOLK DR,BERKSHIRE CT to SALISBURY CT",NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,1772
B9-017915,1551312000000,1452,"CLINTON,DEAD END to N 29",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,1773
